file,output,skipped,ok,msg,pre_snr_db,post_snr_db,snr_improvement_db,spec_dist,method,params
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (316).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (317).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (318).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (319).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (32).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (320).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (321).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (322).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (323).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (324).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (325).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (326).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (327).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (328).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (329).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (33).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (330).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (331).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (332).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (333).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (334).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (335).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (336).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (337).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (338).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (339).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (34).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (340).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (341).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (342).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (343).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (344).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (345).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (346).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (347).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (348).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (349).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (35).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (350).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (351).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (352).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (353).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (354).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (355).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (356).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (357).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (358).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (359).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (36).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (360).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (361).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (362).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (363).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (364).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (365).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (366).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (367).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (368).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (369).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (37).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (370).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (371).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (372).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (373).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
C:\Users\Dawson\Desktop\Splitted Audio Files\Gyaase_Meeting_2nd_April_2024 (374).wav,,FALSE,FALSE,error: System error.,,,,,spectral_gate,"{""method"": ""spectral_gate"", ""params"": {}, ""chunked"": true, ""chunk_dur_s"": 10.0, ""chunk_overlap_s"": 0.2, ""normalize"": ""lufs"", ""target_dbfs"": -1.0, ""target_lufs"": -23.0, ""writer_subtype"": ""PCM_16""}"
